,ConcernAspect,Score,Category
1382,Feeling directly affected by climate change,4.0,Moderately
1383,Feeling directly affected by climate change,7.0,Extremely
1384,Feeling directly affected by climate change,3.0,Somewhat
1385,Feeling directly affected by climate change,4.0,Moderately
1386,Feeling directly affected by climate change,5.0,Quite a bit
1387,Feeling directly affected by climate change,4.0,Moderately
1388,Feeling directly affected by climate change,4.0,Moderately
1389,Feeling directly affected by climate change,6.0,Very much
1390,Feeling directly affected by climate change,1.0,Not at all
1391,Feeling directly affected by climate change,5.0,Quite a bit
1392,Feeling directly affected by climate change,5.0,Quite a bit
1393,Feeling directly affected by climate change,4.0,Moderately
1394,Feeling directly affected by climate change,3.0,Somewhat
1395,Feeling directly affected by climate change,4.0,Moderately
1396,Feeling directly affected by climate change,3.0,Somewhat
1397,Feeling directly affected by climate change,4.0,Moderately
1398,Feeling directly affected by climate change,1.0,Not at all
1399,Feeling directly affected by climate change,4.0,Moderately
1400,Feeling directly affected by climate change,5.0,Quite a bit
1401,Feeling directly affected by climate change,6.0,Very much
1402,Feeling directly affected by climate change,4.0,Moderately
1403,Feeling directly affected by climate change,2.0,Slightly
1404,Feeling directly affected by climate change,5.0,Quite a bit
1405,Feeling directly affected by climate change,2.0,Slightly
1406,Feeling directly affected by climate change,1.0,Not at all
1407,Feeling directly affected by climate change,4.0,Moderately
1408,Feeling directly affected by climate change,5.0,Quite a bit
1409,Feeling directly affected by climate change,7.0,Extremely
1410,Feeling directly affected by climate change,6.0,Very much
1411,Feeling directly affected by climate change,3.0,Somewhat
1412,Feeling directly affected by climate change,2.0,Slightly
1413,Feeling directly affected by climate change,3.0,Somewhat
1414,Feeling directly affected by climate change,3.0,Somewhat
1415,Feeling directly affected by climate change,3.0,Somewhat
1416,Feeling directly affected by climate change,4.0,Moderately
1417,Feeling directly affected by climate change,5.0,Quite a bit
1418,Feeling directly affected by climate change,5.0,Quite a bit
1419,Feeling directly affected by climate change,7.0,Extremely
1420,Feeling directly affected by climate change,4.0,Moderately
1421,Feeling directly affected by climate change,6.0,Very much
1422,Feeling directly affected by climate change,3.0,Somewhat
1423,Feeling directly affected by climate change,4.0,Moderately
1424,Feeling directly affected by climate change,6.0,Very much
1425,Feeling directly affected by climate change,6.0,Very much
1426,Feeling directly affected by climate change,7.0,Extremely
1427,Feeling directly affected by climate change,5.0,Quite a bit
1428,Feeling directly affected by climate change,3.0,Somewhat
1429,Feeling directly affected by climate change,7.0,Extremely
1430,Feeling directly affected by climate change,7.0,Extremely
1431,Feeling directly affected by climate change,3.0,Somewhat
1432,Feeling directly affected by climate change,7.0,Extremely
1433,Feeling directly affected by climate change,4.0,Moderately
1434,Feeling directly affected by climate change,6.0,Very much
1435,Feeling directly affected by climate change,6.0,Very much
1436,Feeling directly affected by climate change,5.0,Quite a bit
1437,Feeling directly affected by climate change,6.0,Very much
1438,Feeling directly affected by climate change,4.0,Moderately
1439,Feeling directly affected by climate change,6.0,Very much
1440,Feeling directly affected by climate change,4.0,Moderately
1441,Feeling directly affected by climate change,6.0,Very much
1442,Feeling directly affected by climate change,5.0,Quite a bit
1443,Feeling directly affected by climate change,4.0,Moderately
1444,Feeling directly affected by climate change,5.0,Quite a bit
1445,Feeling directly affected by climate change,5.0,Quite a bit
1446,Feeling directly affected by climate change,3.0,Somewhat
1447,Feeling directly affected by climate change,3.0,Somewhat
1448,Feeling directly affected by climate change,5.0,Quite a bit
1449,Feeling directly affected by climate change,5.0,Quite a bit
1450,Feeling directly affected by climate change,3.0,Somewhat
1451,Feeling directly affected by climate change,4.0,Moderately
1452,Feeling directly affected by climate change,6.0,Very much
1453,Feeling directly affected by climate change,5.0,Quite a bit
1454,Feeling directly affected by climate change,4.0,Moderately
1455,Feeling directly affected by climate change,3.0,Somewhat
1456,Feeling directly affected by climate change,4.0,Moderately
1457,Feeling directly affected by climate change,4.0,Moderately
1458,Feeling directly affected by climate change,5.0,Quite a bit
1459,Feeling directly affected by climate change,3.0,Somewhat
1460,Feeling directly affected by climate change,5.0,Quite a bit
1461,Feeling directly affected by climate change,6.0,Very much
1462,Feeling directly affected by climate change,5.0,Quite a bit
1463,Feeling directly affected by climate change,5.0,Quite a bit
1464,Feeling directly affected by climate change,5.0,Quite a bit
1465,Feeling directly affected by climate change,6.0,Very much
1466,Feeling directly affected by climate change,1.0,Not at all
1467,Feeling directly affected by climate change,5.0,Quite a bit
1468,Feeling directly affected by climate change,4.0,Moderately
1469,Feeling directly affected by climate change,7.0,Extremely
1470,Feeling directly affected by climate change,4.0,Moderately
1471,Feeling directly affected by climate change,5.0,Quite a bit
1472,Feeling directly affected by climate change,5.0,Quite a bit
1473,Feeling directly affected by climate change,1.0,Not at all
1474,Feeling directly affected by climate change,3.0,Somewhat
1475,Feeling directly affected by climate change,2.0,Slightly
1476,Feeling directly affected by climate change,2.0,Slightly
1477,Feeling directly affected by climate change,3.0,Somewhat
1478,Feeling directly affected by climate change,7.0,Extremely
1479,Feeling directly affected by climate change,3.0,Somewhat
1480,Feeling directly affected by climate change,5.0,Quite a bit
1481,Feeling directly affected by climate change,7.0,Extremely
1482,Feeling directly affected by climate change,1.0,Not at all
1483,Feeling directly affected by climate change,3.0,Somewhat
1484,Feeling directly affected by climate change,2.0,Slightly
1485,Feeling directly affected by climate change,6.0,Very much
1486,Feeling directly affected by climate change,5.0,Quite a bit
1487,Feeling directly affected by climate change,1.0,Not at all
1488,Feeling directly affected by climate change,5.0,Quite a bit
1489,Feeling directly affected by climate change,7.0,Extremely
1490,Feeling directly affected by climate change,2.0,Slightly
1491,Feeling directly affected by climate change,2.0,Slightly
1492,Feeling directly affected by climate change,6.0,Very much
1493,Feeling directly affected by climate change,7.0,Extremely
1494,Feeling directly affected by climate change,4.0,Moderately
1495,Feeling directly affected by climate change,3.0,Somewhat
1496,Feeling directly affected by climate change,4.0,Moderately
1497,Feeling directly affected by climate change,1.0,Not at all
1498,Feeling directly affected by climate change,3.0,Somewhat
1499,Feeling directly affected by climate change,5.0,Quite a bit
1500,Feeling directly affected by climate change,7.0,Extremely
1501,Feeling directly affected by climate change,4.0,Moderately
1502,Feeling directly affected by climate change,7.0,Extremely
1503,Feeling directly affected by climate change,3.0,Somewhat
1504,Feeling directly affected by climate change,6.0,Very much
1505,Feeling directly affected by climate change,1.0,Not at all
1506,Feeling directly affected by climate change,3.0,Somewhat
1507,Feeling directly affected by climate change,6.0,Very much
1508,Feeling directly affected by climate change,5.0,Quite a bit
1509,Feeling directly affected by climate change,4.0,Moderately
1510,Feeling directly affected by climate change,7.0,Extremely
1511,Feeling directly affected by climate change,2.0,Slightly
1512,Feeling directly affected by climate change,2.0,Slightly
1513,Feeling directly affected by climate change,7.0,Extremely
1514,Feeling directly affected by climate change,5.0,Quite a bit
1515,Feeling directly affected by climate change,4.0,Moderately
1516,Feeling directly affected by climate change,4.0,Moderately
1517,Feeling directly affected by climate change,6.0,Very much
1518,Feeling directly affected by climate change,1.0,Not at all
1519,Feeling directly affected by climate change,4.0,Moderately
1520,Feeling directly affected by climate change,3.0,Somewhat
1521,Feeling directly affected by climate change,2.0,Slightly
1522,Feeling directly affected by climate change,3.0,Somewhat
1523,Feeling directly affected by climate change,3.0,Somewhat
1524,Feeling directly affected by climate change,3.0,Somewhat
1525,Feeling directly affected by climate change,2.0,Slightly
